,division,age,gender,edu,occupation,device_count_5_yr,last_dumped_device,dump_within,did_with_device,did_with_data,miss_dev,memory_dev,miss_another,dump_reason_new,dump_reason_old,dump_reason_break,dump_reason_theft,dump_reason_slow,dump_reason_lag,device_to_rep_Desktop,device_to_rep_Featurephone,device_to_rep_Laptop,device_to_rep_Smartphone,device_to_rep_Tablet,self_try_No,self_try_Failed,self_try_Success,slt_lack_tu,slt_lack_lang,slt_lack_notint,slt_lack_fear,slt_lack_parts,slt_lack_repairer,rprd_usage_chlng_No,rprd_usage_chlng_reluc,rprd_usage_chlng_dur,rprd_usage_chlng_fault,rprd_usage_chlng_econ,rprd_usage_chlng_theft,rpr_missing_trait_behave,rpr_missing_trait_ineff,rpr_missing_trait_harm,rpr_missing_trait_hard,rpr_missing_trait_wage,rpr_missing_trait_trust,rpr_missing_trait_gender,bad_rep_exp,dev_tknto_rec_Y,dev_rec_chlng_fair_price,dev_rec_chlng_usable,dev_rec_chlng_datasec,dev_rec_chlng_env_poll,dev_rec_chlng_hard_find,will_dev_rec
180,Khulna,20-29,Woman,Bachelors,Student,1-2,Smartphone,<6 mn,6,1,Y,Y,Y,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,N,0,0,1,0,0,0,N
181,Dhaka,20-29,Man,Bachelors,Student,1-2,Featurephone,<2 yr,1,5,Y,Y,N,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,N,0,0,1,0,0,0,Y
182,Dhaka,20-29,Man,Bachelors,Student,4-6,Desktop,<2 yr,1,1,Y,Y,Y,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,NC,0,0,0,1,1,0,N
183,Khulna,20-29,Woman,Bachelors,Student,3-4,Smartphone,<4 yr,1,2,Y,Y,Y,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,N,0,0,1,1,0,0,N
184,Dhaka,30-39,Man,Bachelors,Technical Works,3-4,Laptop,<1 yr,1,5,Y,Y,Y,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,NC,1,1,1,1,1,0,Y
185,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,1,N,N,N,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,NC,0,0,1,0,1,0,NC
186,Sylhet,20-29,Man,High School,Student,3-4,Smartphone,<1 yr,1,5,N,Y,N,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,NC,0,0,0,0,1,0,N
187,Sylhet,20-29,Man,Bachelors,Student,3-4,Smartphone,<6 mn,1,2,N,N,N,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NC,0,0,0,0,0,0,NC
188,Sylhet,20-29,Man,Bachelors,Student,1-2,Smartphone,<1 yr,2,5,N,N,N,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,N,0,1,0,0,0,0,N
189,Sylhet,20-29,Woman,Bachelors,Student,3-4,Smartphone,<1 yr,1,3,N,N,N,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,NC,0,0,0,1,0,0,N
190,Chittagong,20-29,Woman,Masters,Unemployed,3-4,Smartphone,<2 yr,1,5,Y,N,N,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,NC,0,1,0,0,0,0,NC
191,Sylhet,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,1,4,Y,Y,N,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,Y,1,1,1,1,0,0,NC
192,Sylhet,20-29,Man,Bachelors,Student,6-8,Smartphone,<1 yr,1,2,N,N,N,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NC,1,1,0,0,0,0,NC
193,Sylhet,20-29,Woman,Bachelors,Student,3-4,Smartphone,<2 yr,1,5,N,Y,N,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,NC,0,1,0,1,0,0,NC
194,Sylhet,20-29,Man,High School,Student,8-10,Smartphone,<2 yr,1,1,N,Y,Y,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Y,1,1,0,0,0,0,Y
195,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<1 yr,1,1,N,N,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,NC,0,0,1,0,0,0,NC
196,Sylhet,20-29,Man,High School,Student,3-4,Smartphone,<1 yr,1,4,N,N,N,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,NC,0,0,0,0,0,0,N
197,Sylhet,20-29,Woman,High School,Student,1-2,Featurephone,<6 mn,1,5,Y,Y,Y,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,NC,1,1,1,0,0,0,Y
198,Sylhet,20-29,Woman,Bachelors,Student,3-4,Featurephone,<4 yr,1,5,Y,N,N,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,NC,1,1,0,0,0,0,Y
199,Sylhet,20-29,Man,Bachelors,Student,3-4,Smartphone,<2 yr,1,5,N,N,N,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Y,0,0,0,0,0,0,Y
200,Sylhet,20-29,Man,High School,Student,12-,Laptop,<2 yr,1,5,Y,Y,Y,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,Y,0,1,0,0,1,0,N
201,Dhaka,20-29,Woman,High School,Student,3-4,Desktop,<2 yr,3,2,N,N,N,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,NC,1,0,0,1,1,1,NC
202,Sylhet,20-29,Man,High School,Student,4-6,Smartphone,<6 mn,1,2,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,Y,0,1,1,0,1,0,N
203,Sylhet,20-29,Woman,High School,Student,4-6,Smartphone,<6 mn,1,1,Y,Y,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,N,0,1,0,0,0,0,N
204,Sylhet,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,1,4,N,Y,Y,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,NC,0,0,1,0,0,0,N
205,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,2,N,N,N,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,NC,0,1,0,0,0,0,NC
206,Dhaka,20-29,Man,Bachelors,Student,3-4,Desktop,<4 yr,1,5,N,N,N,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,NC,0,0,0,0,1,0,NC
207,Rajshahi,30-39,Man,Masters,Student,3-4,Smartphone,<4 yr,1,5,Y,N,Y,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,Y,0,1,0,0,0,1,N
208,Sylhet,20-29,Man,High School,Student,3-4,Smartphone,<2 yr,1,5,N,N,Y,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,NC,1,1,1,0,0,0,NC
209,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<1 yr,1,5,N,Y,Y,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Y,1,1,0,0,0,0,Y
210,Sylhet,20-29,Woman,Bachelors,Unemployed,3-4,Smartphone,<2 yr,1,2,Y,N,N,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,Y,1,1,0,0,1,0,NC
211,Sylhet,20-29,Man,High School,Student,3-4,Smartphone,<6 mn,1,1,Y,Y,Y,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,N,1,0,1,0,1,1,Y
212,Sylhet,20-29,Woman,Masters,Student,1-2,Smartphone,<4 yr,1,2,N,Y,Y,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,Y,0,0,0,1,0,0,N
213,Sylhet,20-29,Man,High School,Student,3-4,Smartphone,<6 mn,1,1,Y,Y,Y,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,Y,1,0,0,0,1,0,N
214,Sylhet,20-29,Woman,Bachelors,Student,3-4,Smartphone,<4 yr,1,5,N,N,N,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,NC,0,1,1,0,0,0,N
215,Sylhet,30-39,Woman,Masters,Teacher,4-6,Smartphone,<6 mn,1,1,Y,N,N,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,NC,1,1,1,1,0,0,N
216,Sylhet,20-29,Man,High School,Student,4-6,Desktop,<2 yr,1,5,N,N,N,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,NC,1,1,0,0,0,0,NC
217,Sylhet,20-29,Man,High School,Student,4-6,Smartphone,<1 mn,6,1,Y,N,N,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,NC,0,1,0,0,0,0,NC
218,Chittagong,20-29,Man,Bachelors,Student,1-2,Smartphone,<6 mn,1,4,Y,N,N,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,NC,0,0,0,1,0,0,NC
219,Sylhet,20-29,Man,Bachelors,Student,4-6,Tablet,<1 yr,3,5,Y,N,N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,NC,0,0,0,0,0,0,NC
220,Sylhet,20-29,Man,Bachelors,Student,3-4,Laptop,<4 yr,1,5,Y,N,N,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,NC,0,1,1,1,0,0,NC
221,Dhaka,1-19,Man,High School,Student,3-4,Smartphone,<1 yr,1,4,N,Y,N,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NC,0,0,0,0,0,0,NC
222,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,5,N,Y,Y,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,NC,1,1,0,0,0,0,N
223,Sylhet,20-29,Man,Bachelors,Student,12-,Laptop,<6 mn,3,1,N,Y,Y,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,NC,1,1,0,1,0,0,NC
224,Sylhet,20-29,Man,High School,Student,4-6,Smartphone,<6 mn,1,5,Y,Y,Y,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,NC,1,1,1,0,0,0,Y
225,Sylhet,20-29,Man,Bachelors,Student,3-4,Smartphone,<2 yr,1,5,Y,N,N,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,NC,1,1,0,1,1,0,NC
226,Dhaka,20-29,Man,Bachelors,Student,4-6,Smartphone,<6 mn,1,5,N,N,Y,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,Y,1,0,1,1,1,0,NC
227,Sylhet,20-29,Man,High School,Student,6-8,Smartphone,<1 yr,6,1,N,Y,Y,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Y,0,1,0,0,0,0,Y
228,Dhaka,20-29,Man,Bachelors,Student,4-6,Smartphone,<1 yr,1,2,N,N,N,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,NC,1,0,1,1,1,0,NC
229,Dhaka,20-29,Man,Bachelors,Student,6-8,Smartphone,<6 mn,3,5,Y,Y,N,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,NC,0,1,0,1,1,0,Y
230,Sylhet,20-29,Man,Bachelors,Job,3-4,Smartphone,<2 yr,6,1,N,N,Y,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,NC,0,1,0,0,1,1,N
231,Sylhet,20-29,Man,High School,Student,4-6,Smartphone,<1 mn,3,5,N,N,Y,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,NC,1,1,0,0,1,0,NC
232,Dhaka,20-29,Man,Bachelors,Technical Works,3-4,Laptop,<1 yr,7,4,N,Y,N,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,NC,1,1,1,0,0,0,NC
233,Khulna,1-19,Man,High School,Student,1-2,Featurephone,<4 yr,1,5,Y,Y,Y,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,N,0,0,1,1,0,0,Y
234,Sylhet,20-29,Woman,High School,Student,1-2,Smartphone,<2 yr,1,3,N,N,N,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NC,0,0,1,0,0,0,N
235,Sylhet,20-29,Man,Masters,Technical Works,8-10,Laptop,<6 mn,1,5,Y,Y,Y,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,Y,0,0,0,0,1,0,N
236,Mymensingh,20-29,Man,Bachelors,Student,1-2,Smartphone,<4 yr,1,5,N,Y,Y,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,NC,0,1,0,0,0,0,NC
237,Chittagong,30-39,Man,Bachelors,Doctor,8-10,Smartphone,<6 mn,3,5,Y,N,N,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,NC,1,1,1,0,0,1,NC
238,Dhaka,20-29,Man,Bachelors,Unemployed,4-6,Laptop,<2 yr,1,5,N,N,N,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,NC,0,1,0,1,1,0,NC
239,Dhaka,20-29,Man,Masters,Teacher,8-10,Smartphone,<1 yr,1,5,Y,N,N,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,Y,0,1,0,0,1,0,N
240,Dhaka,20-29,Man,Bachelors,Student,1-2,Desktop,>4 yr,1,5,Y,Y,Y,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Y,1,0,0,1,0,0,N
241,Dhaka,20-29,Man,High School,Student,1-2,Featurephone,<2 yr,1,4,N,N,N,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NC,0,1,1,1,0,0,NC
242,Dhaka,20-29,Man,Bachelors,Student,3-4,Smartphone,<6 mn,1,2,Y,N,N,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,NC,1,0,0,1,0,0,N
243,Dhaka,20-29,Man,High School,Student,3-4,Featurephone,<2 yr,1,1,N,N,N,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,NC,0,1,1,0,0,1,N
244,Sylhet,20-29,Woman,Masters,Unemployed,1-2,Smartphone,<6 mn,1,4,Y,Y,Y,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,Y,0,0,0,1,1,0,N
245,Sylhet,20-29,Man,Bachelors,Student,3-4,Smartphone,<1 yr,1,2,N,Y,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,NC,0,0,0,0,0,0,N
246,Dhaka,20-29,Woman,Bachelors,Teacher,3-4,Laptop,<4 yr,1,4,N,N,N,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,NC,0,0,0,0,0,0,N
247,Chittagong,20-29,Woman,High School,Student,3-4,Smartphone,<4 yr,1,2,N,N,Y,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NC,0,0,0,0,0,0,N
248,Chittagong,20-29,Man,Masters,Unemployed,6-8,Smartphone,<4 yr,2,5,Y,Y,N,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,Y,0,1,1,1,1,1,N
249,Chittagong,20-29,Man,Bachelors,Student,1-2,Desktop,>4 yr,1,1,Y,N,N,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NC,0,0,0,0,0,0,NC
250,Chittagong,20-29,Woman,Bachelors,Student,3-4,Laptop,<6 mn,1,1,N,N,Y,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,NC,0,1,1,0,1,0,N
251,Chittagong,20-29,Woman,Bachelors,Student,1-2,Smartphone,<4 yr,1,5,Y,Y,Y,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,Y,0,1,1,1,1,1,N
252,Dhaka,20-29,Man,Bachelors,Unemployed,3-4,Smartphone,<4 yr,1,5,N,N,N,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,NC,1,1,1,0,1,0,NC
253,Rajshahi,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,5,Y,Y,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NC,0,0,1,0,0,0,NC
254,Chittagong,20-29,Man,Masters,Unemployed,3-4,Smartphone,<2 yr,1,3,N,N,N,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,NC,0,0,1,1,1,0,NC
255,Rajshahi,20-29,Man,Bachelors,Student,1-2,Smartphone,<2 yr,1,1,Y,Y,N,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NC,0,0,0,0,0,0,NC
256,Sylhet,20-29,Man,High School,Student,3-4,Desktop,<4 yr,1,1,Y,Y,N,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,NC,0,0,1,1,1,0,N
257,Chittagong,20-29,Man,High School,Student,6-8,Smartphone,<6 mn,3,5,N,Y,Y,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,NC,0,0,1,1,1,0,N
258,Dhaka,20-29,Woman,Bachelors,Student,3-4,Laptop,<1 yr,1,5,N,Y,Y,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,1,0,1,0,0,0,N
259,Rajshahi,20-29,Man,High School,Student,4-6,Smartphone,<6 mn,1,5,Y,Y,N,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NC,0,0,0,0,0,0,NC
260,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<2 yr,7,5,N,Y,N,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Y,0,0,1,1,1,0,N
261,Dhaka,20-29,Man,Bachelors,Technical Works,3-4,Featurephone,<1 yr,3,4,N,N,N,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,NC,0,1,0,0,1,0,NC
262,Dhaka,20-29,Woman,Bachelors,Student,1-2,Featurephone,>4 yr,1,5,N,N,Y,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,NC,1,0,0,0,1,1,NC
263,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<2 yr,1,4,Y,N,N,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,NC,0,1,1,1,1,0,NC
264,Khulna,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,1,N,N,Y,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,N,0,1,1,1,1,1,N
265,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<1 yr,1,2,Y,Y,N,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,Y,0,0,1,1,0,0,Y
266,Dhaka,30-39,Man,Masters,Business,10-12,Smartphone,<6 mn,1,5,N,N,Y,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,Y,0,0,0,1,1,0,N
267,Dhaka,20-29,Man,Masters,Unemployed,6-8,Smartphone,<1 yr,1,1,N,N,Y,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,Y,1,1,0,0,0,0,N
268,Dhaka,20-29,Man,Bachelors,Student,4-6,Smartphone,<2 yr,1,4,N,N,N,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,NC,0,1,0,0,0,0,NC
269,Khulna,20-29,Man,High School,Student,4-6,Smartphone,<6 mn,1,5,N,N,Y,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,N,0,0,1,1,0,0,N
270,Khulna,20-29,Man,High School,Student,3-4,Featurephone,>4 yr,1,4,Y,N,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,NC,0,0,0,0,1,0,NC
271,Khulna,20-29,Man,High School,Student,3-4,Featurephone,>4 yr,1,4,Y,N,N,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,NC,0,0,0,0,1,0,NC
272,Sylhet,20-29,Man,Bachelors,Student,4-6,Smartphone,<4 yr,1,1,Y,Y,N,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,N,0,1,0,0,0,0,N
273,Mymensingh,20-29,Woman,Bachelors,Student,3-4,Smartphone,<6 mn,1,4,N,N,N,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,NC,0,1,0,1,0,0,N
274,Mymensingh,20-29,Woman,Bachelors,Student,1-2,Smartphone,<2 yr,2,1,N,N,N,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,NC,0,0,0,0,1,0,NC
275,Dhaka,30-39,Woman,Masters,Doctor,3-4,Laptop,<2 yr,3,5,N,Y,Y,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,NC,0,0,1,1,0,1,NC
276,Chittagong,30-39,Man,Bachelors,Job,4-6,Smartphone,<1 yr,1,5,Y,N,Y,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,NC,0,0,1,1,1,1,NC
277,Dhaka,20-29,Man,Bachelors,Student,8-10,Smartphone,<1 mn,1,5,Y,N,N,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,NC,1,1,1,0,1,0,Y
278,Chittagong,20-29,Man,High School,Student,3-4,Smartphone,<6 mn,1,1,Y,Y,Y,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,NC,1,1,1,0,0,0,NC
279,Dhaka,20-29,Man,Bachelors,Teacher,6-8,Featurephone,<4 yr,1,1,Y,Y,N,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,NC,0,1,1,0,0,0,N
